JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
IT,Female,54,5,High School,Marketing,1,96769,9156
Graphic Designer,Male,34,1,PhD,Administration,3,133066,6712
Marketing Associate,Female,44,1,Masters,Finance,1,119890,7831
Graphic Designer,Female,32,1,PhD,Sales,5,65271,6021
Graphic Designer,Male,22,4,Masters,Management,5,52124,8015
Software Engineer,Female,37,1,PhD,Sales,2,53875,8727
Human Resources,Female,21,1,College,Sales,4,113628,7618
Graphic Designer,Female,62,5,PhD,Administration,2,142384,3697
Graphic Designer,Male,65,5,PhD,Management,4,92578,3735
Manager,Female,65,1,High School,Marketing,2,80640,8380
IT,Female,64,2,Masters,Marketing,1,108987,8891
Marketing Associate,Female,53,5,PhD,Sales,4,61692,6533
Marketing Associate,Male,65,2,High School,Administration,2,81116,4730
Manager,Female,64,3,PhD,Finance,5,116050,6326
IT,Male,57,2,PhD,IT,4,86765,9853
IT,Female,24,4,Masters,Operations,3,95569,3083
Marketing Associate,Male,54,5,High School,Management,1,119899,4484
Manager,Female,20,2,Masters,Operations,5,51687,8126
Manager,Female,43,1,College,Management,1,96418,6526
IT,Female,65,4,High School,Operations,2,53168,7226
Human Resources,Female,62,4,Masters,Engineering,3,97310,4360
Marketing Associate,Female,26,3,Masters,Management,4,84504,3832
IT,Female,20,1,PhD,Administration,3,131639,7559
IT,Female,53,3,High School,Finance,1,108083,8164
Marketing Associate,Male,52,4,PhD,Administration,4,72187,8313
Sales Associate,Male,30,4,College,Management,5,87279,4078
Manager,Male,54,4,College,IT,5,131840,4497
Manager,Female,28,4,Masters,Operations,4,84403,6523
Graphic Designer,Female,47,2,College,IT,5,91445,4962
Graphic Designer,Female,54,1,PhD,Operations,5,77226,6041
Marketing Associate,Female,57,3,PhD,Operations,3,120260,3118
Manager,Male,45,5,High School,Engineering,5,122776,5418
Financial Analyst,Female,31,2,PhD,Administration,4,61838,8908
Financial Analyst,Male,20,5,PhD,IT,4,99675,4963
Graphic Designer,Female,31,5,PhD,Management,5,132094,4189
IT,Male,25,4,PhD,Marketing,5,141252,7930
Software Engineer,Male,57,3,College,Sales,1,100573,3188
Graphic Designer,Male,41,2,PhD,Management,2,116837,8711
IT,Female,50,5,PhD,Administration,4,61589,5112
Manager,Male,40,1,Masters,Marketing,2,82716,9129
Manager,Male,26,2,Masters,IT,2,107908,4083
Software Engineer,Female,56,5,High School,Engineering,1,92208,9127
Marketing Associate,Female,35,5,College,Administration,2,138085,4474
Graphic Designer,Female,40,1,Masters,Marketing,3,92647,7087
IT,Female,48,3,College,Engineering,2,126208,5786
Manager,Male,49,3,College,Sales,4,91527,4546
Human Resources,Male,55,2,College,IT,1,71557,5574
Manager,Male,60,3,College,Operations,5,79172,6424
Financial Analyst,Female,28,4,College,Marketing,3,90193,9372
Software Engineer,Male,55,1,High School,IT,1,52886,6602
Graphic Designer,Female,61,2,High School,Administration,2,98558,3276
Software Engineer,Male,38,1,PhD,Finance,3,145891,7877
IT,Male,29,2,College,Management,2,74074,4697
Marketing Associate,Female,27,2,PhD,Marketing,5,110678,8560
Manager,Female,49,2,High School,Finance,2,81449,9634
Manager,Male,41,1,PhD,Operations,5,114595,7564
Graphic Designer,Female,56,1,High School,IT,4,83018,6886
Sales Associate,Male,22,1,High School,Engineering,1,56913,4872
Marketing Associate,Male,25,2,College,IT,3,110284,3949
Financial Analyst,Female,24,1,Masters,Marketing,3,114713,9218
Manager,Male,49,4,Masters,Management,5,115399,6091
Software Engineer,Female,56,4,Masters,Marketing,2,102576,8725
Manager,Male,59,3,PhD,Engineering,1,54443,8341
Sales Associate,Male,43,4,Masters,Operations,1,82291,6620
Graphic Designer,Female,61,2,PhD,Engineering,4,122657,4349
Manager,Male,35,2,PhD,Management,3,146177,9054
IT,Male,63,2,Masters,Administration,3,68516,9889
Software Engineer,Female,54,2,College,Management,1,120094,6623
Financial Analyst,Male,58,1,College,Sales,1,53480,8613
Human Resources,Female,58,3,College,Sales,1,65025,4181
Graphic Designer,Female,61,5,College,IT,5,113924,8535
Sales Associate,Female,60,2,Masters,Finance,2,57513,4818
Human Resources,Male,22,3,PhD,Finance,1,128701,5008
Marketing Associate,Female,50,3,College,Marketing,5,109034,3630
Financial Analyst,Female,38,1,High School,Management,5,119979,3190
Manager,Male,30,2,Masters,Management,2,55764,6006
Graphic Designer,Female,33,1,Masters,Management,5,139913,8967
Sales Associate,Female,59,1,High School,Finance,5,102916,5808
Financial Analyst,Female,43,4,Masters,Finance,1,50410,4237
Graphic Designer,Male,63,3,PhD,IT,5,104417,7429
Financial Analyst,Female,22,2,PhD,Marketing,2,139009,6920
Sales Associate,Female,45,1,High School,Administration,4,121192,9175
Financial Analyst,Male,32,3,College,Administration,5,127609,9640
Graphic Designer,Male,55,3,PhD,IT,4,139188,4162
IT,Female,57,5,PhD,IT,4,135729,5585
Marketing Associate,Female,24,2,High School,Management,4,147113,5737
Marketing Associate,Female,56,5,College,Marketing,2,144208,3797
Financial Analyst,Female,21,1,College,Finance,4,68528,7903
IT,Male,52,5,College,Marketing,5,144840,6175
Software Engineer,Female,35,4,College,Management,2,80039,6035
Software Engineer,Male,49,5,College,IT,2,64602,5099
Software Engineer,Female,59,4,Masters,Engineering,4,101972,4057
Software Engineer,Male,53,4,College,IT,2,120531,8895
Sales Associate,Female,61,1,Masters,IT,3,88600,3356
IT,Male,54,2,High School,IT,5,53864,5058
IT,Female,45,5,Masters,Management,3,65852,8083
Sales Associate,Female,52,3,College,Sales,4,149922,4817
Software Engineer,Male,65,1,Masters,Engineering,4,61864,7784
Financial Analyst,Male,37,1,High School,Operations,2,71214,3031
Software Engineer,Female,29,1,Masters,Operations,3,149795,4900
IT,Male,61,2,High School,Finance,5,60779,6273
Graphic Designer,Male,45,3,College,Engineering,1,120477,8078
Human Resources,Male,55,3,PhD,Marketing,2,59896,3614
Financial Analyst,Male,46,5,Masters,Operations,5,73433,5236
Marketing Associate,Female,22,1,College,Finance,3,118346,9491
Graphic Designer,Female,53,5,College,Marketing,5,108881,6121
Manager,Male,28,4,College,Engineering,4,124651,6260
Sales Associate,Female,62,5,PhD,Finance,2,53570,8108
Marketing Associate,Male,31,4,PhD,Management,4,68749,9833
Human Resources,Male,32,5,PhD,IT,5,100981,9020
Graphic Designer,Female,41,4,College,Engineering,3,105912,9844
Software Engineer,Female,48,1,Masters,IT,5,55674,8431
Sales Associate,Male,37,4,High School,Sales,3,127732,6763
Graphic Designer,Male,54,1,Masters,Sales,4,100451,6576
Manager,Female,39,5,High School,IT,2,93965,3745
Financial Analyst,Male,55,2,Masters,Sales,2,146702,7496
IT,Male,29,1,College,Administration,4,123552,5333
Software Engineer,Female,65,3,PhD,Operations,1,138418,9119
Graphic Designer,Male,29,2,Masters,Engineering,1,97504,3848
Sales Associate,Male,36,2,High School,Engineering,1,137363,6008
Graphic Designer,Female,40,4,High School,IT,1,73195,9052
Graphic Designer,Female,57,1,PhD,Finance,5,73182,3772
IT,Female,41,4,Masters,Sales,4,102457,4095
Human Resources,Female,61,5,College,Engineering,1,51311,4664
IT,Female,58,1,College,Finance,5,87321,6286
Manager,Male,59,4,College,IT,3,98802,6618
Graphic Designer,Male,61,1,College,Engineering,3,142422,9865
Human Resources,Female,57,1,College,Marketing,5,136739,8956
IT,Female,62,3,High School,Management,4,109216,5168
Graphic Designer,Male,64,2,High School,Finance,2,128600,9955
Software Engineer,Male,46,1,Masters,IT,1,128719,3659
Human Resources,Male,36,3,College,Engineering,1,65363,8858
Human Resources,Female,57,5,Masters,Finance,2,138871,8650
Software Engineer,Female,22,3,High School,Operations,3,145649,8242
Financial Analyst,Male,62,4,College,IT,2,117427,9416
Marketing Associate,Female,38,5,Masters,Management,4,119504,6079
IT,Male,21,2,High School,Sales,2,105271,6394
Graphic Designer,Female,37,2,College,Marketing,2,79533,3725
Marketing Associate,Female,22,2,High School,IT,1,144646,4535
Software Engineer,Male,49,5,Masters,Engineering,4,127073,6889
Financial Analyst,Female,55,2,PhD,Operations,3,141553,8260
Sales Associate,Male,37,3,High School,Engineering,1,80674,6498
Manager,Female,27,5,PhD,Engineering,4,63717,7097
Marketing Associate,Male,44,2,College,Operations,1,72132,5699
Financial Analyst,Male,42,4,PhD,IT,1,88486,9436
Graphic Designer,Female,45,5,High School,Finance,4,111015,5022
Software Engineer,Male,57,5,High School,Finance,2,72733,5401
Manager,Female,42,5,Masters,Management,5,138699,5355
Marketing Associate,Female,35,1,College,IT,1,139958,9645
Manager,Female,65,4,Masters,IT,3,144908,5761
Sales Associate,Male,21,5,College,Finance,3,51338,4875
Sales Associate,Female,53,3,College,Engineering,4,65257,8609
Financial Analyst,Female,42,3,Masters,Operations,2,118092,5287
Graphic Designer,Female,44,3,PhD,Engineering,4,50972,4580
IT,Female,62,1,Masters,Engineering,5,70040,9609
Software Engineer,Male,62,2,PhD,IT,3,54704,3775
Manager,Male,49,3,High School,Finance,2,146612,5413
Graphic Designer,Male,42,1,PhD,Management,5,137635,8965
Marketing Associate,Male,57,3,Masters,Engineering,3,124511,8878
Marketing Associate,Male,37,1,College,Finance,1,108351,8138
Human Resources,Male,63,1,PhD,Administration,1,86712,6174
IT,Male,52,1,PhD,Management,2,93580,8791
IT,Male,45,3,PhD,Sales,4,60546,5342
Financial Analyst,Male,39,5,PhD,IT,4,142036,3100
Sales Associate,Female,26,1,College,Sales,2,142219,6107
IT,Male,29,5,College,Sales,1,56233,3508
Manager,Male,58,2,College,Management,5,126974,4531
Marketing Associate,Female,40,3,College,Sales,3,75351,6854
Manager,Male,50,4,Masters,Sales,5,86487,6527
Graphic Designer,Female,51,2,College,Engineering,5,58105,7832
IT,Male,62,5,Masters,Operations,3,58846,4576
Marketing Associate,Female,45,3,College,Administration,3,108831,3476
Marketing Associate,Female,42,3,High School,IT,1,106611,9899
Sales Associate,Female,51,5,Masters,Sales,5,146553,8268
Marketing Associate,Female,47,1,High School,Operations,5,127321,5331
Human Resources,Male,63,1,Masters,Engineering,3,68257,4266
Marketing Associate,Female,52,4,Masters,Engineering,1,141089,4219
IT,Male,65,2,PhD,Finance,2,129874,3768
Graphic Designer,Male,60,5,High School,Operations,5,61359,4233
Marketing Associate,Female,45,2,Masters,Operations,4,74585,5198
IT,Male,24,5,Masters,Operations,2,85945,6925
Sales Associate,Female,56,2,PhD,Marketing,2,91055,5964
Manager,Female,52,5,PhD,Management,4,66136,7521
Software Engineer,Male,32,4,College,Finance,3,147448,5976
Sales Associate,Male,45,4,PhD,IT,2,108691,3708
Marketing Associate,Male,56,4,Masters,IT,1,63698,3496
Software Engineer,Female,49,5,College,Operations,1,65707,3338
Graphic Designer,Male,50,4,Masters,Marketing,4,75264,6839
Sales Associate,Female,62,2,Masters,Administration,1,118536,9745
Graphic Designer,Female,60,1,PhD,Management,4,58196,4528
IT,Male,47,4,Masters,Management,3,136908,7811
Software Engineer,Female,53,3,PhD,Operations,4,52151,9840
Software Engineer,Male,20,4,Masters,Management,2,107117,6929
Human Resources,Male,34,2,High School,Administration,1,144803,8491
IT,Male,60,1,College,Management,1,107816,9938
Software Engineer,Male,43,5,College,Marketing,1,57713,4416
Software Engineer,Female,61,5,College,Operations,3,130023,5022
Manager,Male,59,1,Masters,Administration,1,109506,9706
Graphic Designer,Male,59,3,Masters,Finance,4,71594,5100
Human Resources,Female,51,4,College,Sales,2,92645,8720
Financial Analyst,Female,28,2,College,Management,4,59683,3684
Marketing Associate,Female,28,1,PhD,Marketing,5,98957,8910
Graphic Designer,Female,63,4,PhD,IT,4,146386,6666
Financial Analyst,Male,65,5,College,Finance,4,126119,6639
Graphic Designer,Male,47,5,College,IT,5,88015,5157
Financial Analyst,Male,61,5,College,Operations,2,131442,3602
Marketing Associate,Female,27,3,PhD,Operations,3,118156,6666
Graphic Designer,Female,61,2,Masters,Management,1,122307,4813
Software Engineer,Male,44,3,PhD,IT,1,108497,4063
Sales Associate,Male,33,3,College,Marketing,5,76791,9926
Software Engineer,Male,25,2,High School,Operations,4,58961,8017
Marketing Associate,Female,33,4,College,Sales,1,82245,5236
Graphic Designer,Female,28,5,High School,Marketing,1,59327,4144
Sales Associate,Female,44,4,College,Administration,5,108282,9507
Graphic Designer,Male,25,4,High School,Administration,5,148388,6798
Manager,Male,60,3,College,Management,4,126898,3201
Financial Analyst,Male,34,3,High School,Engineering,5,108536,5643
Sales Associate,Male,41,5,PhD,Management,2,122208,3172
Financial Analyst,Male,21,5,High School,Management,5,94491,6026
IT,Female,51,1,Masters,Finance,2,141722,6377
Sales Associate,Male,49,3,College,Engineering,5,54926,3809
Marketing Associate,Male,34,2,College,Engineering,2,136683,3515
Human Resources,Female,53,5,College,IT,2,131595,6801
Human Resources,Male,21,4,Masters,IT,2,115784,6298
Financial Analyst,Male,49,2,PhD,Sales,1,100139,6583
Manager,Male,43,2,High School,Operations,4,146637,4100
IT,Male,22,3,High School,Finance,3,84068,5794
Financial Analyst,Female,61,1,College,Administration,5,60665,6146
Sales Associate,Male,60,3,College,Marketing,2,132038,7645
Graphic Designer,Male,30,4,PhD,Operations,2,99921,9228
Marketing Associate,Male,60,5,PhD,Engineering,2,76317,8096
Human Resources,Male,33,1,High School,Engineering,5,122081,4245
IT,Male,56,4,College,Administration,1,134654,4891
Human Resources,Female,24,4,High School,Engineering,5,74609,3492
Software Engineer,Male,33,4,High School,Finance,2,114282,6463
Financial Analyst,Male,34,3,High School,IT,2,130943,4906
Marketing Associate,Female,28,1,Masters,Sales,3,75268,9144
IT,Male,25,5,PhD,Operations,1,121406,7816
Marketing Associate,Female,60,3,Masters,Sales,5,71136,7280
Financial Analyst,Female,39,5,PhD,Management,4,94735,7434
Graphic Designer,Male,22,1,Masters,Management,1,66137,9484
Financial Analyst,Female,20,2,Masters,Sales,4,95919,3997
Human Resources,Male,50,4,College,Administration,5,131335,5057
Manager,Female,29,1,College,IT,2,52750,5177
Marketing Associate,Female,46,3,High School,IT,1,79525,6237
Human Resources,Female,44,3,PhD,IT,1,142195,4388
Marketing Associate,Female,38,3,Masters,Operations,1,97080,8559
Financial Analyst,Male,65,2,College,Management,1,146604,9610
IT,Female,20,5,Masters,Sales,4,127650,3409
Graphic Designer,Female,63,4,College,Sales,2,92145,5056
Marketing Associate,Male,54,2,College,Operations,5,92124,5796
Human Resources,Male,44,5,College,Sales,4,138709,9974
Financial Analyst,Female,38,4,PhD,Sales,4,67831,7905
Marketing Associate,Female,21,3,PhD,Administration,3,60604,4759
Graphic Designer,Female,61,2,College,Administration,4,55318,5056
Financial Analyst,Male,26,5,PhD,Marketing,5,145009,8102
Financial Analyst,Male,34,2,College,Marketing,4,110142,7953
Human Resources,Male,21,2,High School,Finance,5,57963,9923
Financial Analyst,Male,56,1,College,IT,1,143428,3260
Human Resources,Male,44,4,Masters,Marketing,4,101769,3869
Financial Analyst,Female,50,5,Masters,IT,4,83080,4532
Software Engineer,Male,58,1,High School,Marketing,5,147155,6173
Marketing Associate,Male,29,5,PhD,Management,2,81482,7684
Financial Analyst,Male,47,2,High School,IT,1,62147,6286
Human Resources,Male,41,2,High School,Management,2,113528,7140
IT,Male,36,3,College,Finance,5,142135,9046
Sales Associate,Male,39,1,Masters,Sales,3,72839,6376
IT,Female,65,5,PhD,Management,2,142642,3739
Software Engineer,Male,21,4,College,Finance,3,83786,7552
Marketing Associate,Male,39,3,College,Engineering,4,100105,6052
Manager,Male,23,1,PhD,Finance,1,128855,9988
Manager,Male,49,4,PhD,Administration,5,120539,7252
Software Engineer,Female,42,3,Masters,IT,3,149910,8699
IT,Male,23,1,High School,Sales,5,109609,5329
Human Resources,Female,40,4,High School,Management,5,94324,4932
IT,Male,52,1,PhD,Marketing,1,118709,7653
Financial Analyst,Male,44,1,PhD,Administration,4,55954,7156
Software Engineer,Male,33,1,Masters,Operations,1,73482,5698
Sales Associate,Female,48,2,PhD,Finance,4,97450,4702
Sales Associate,Male,50,4,High School,Marketing,1,146083,4419
Manager,Male,25,1,College,Marketing,5,128923,6788
Financial Analyst,Female,34,4,Masters,Sales,2,93714,5028
IT,Female,35,5,College,Administration,3,136063,3289
Human Resources,Male,23,2,Masters,IT,5,106419,9289
Manager,Female,65,2,Masters,Management,5,95764,6024
Manager,Male,59,4,College,Administration,3,92238,7862
Software Engineer,Male,63,4,PhD,Finance,3,50463,3335
Human Resources,Female,60,3,PhD,Engineering,1,109402,9267
Sales Associate,Male,39,4,High School,Operations,3,59009,9548
Sales Associate,Male,57,3,Masters,Marketing,5,137841,6834
Graphic Designer,Female,36,2,High School,Administration,1,102647,4212
Financial Analyst,Male,50,3,Masters,Operations,2,50379,8355
Sales Associate,Male,54,2,Masters,IT,1,140871,5231
Sales Associate,Male,21,3,High School,Management,2,80744,7215
Software Engineer,Male,35,3,Masters,Marketing,4,64982,6858
Marketing Associate,Male,26,2,College,Engineering,2,148723,8976
IT,Female,51,1,PhD,Engineering,3,96609,7786
Financial Analyst,Female,49,1,Masters,Administration,1,61468,4723
Software Engineer,Male,38,3,PhD,Engineering,2,59827,8669
Graphic Designer,Female,38,5,Masters,Engineering,3,94074,7215
Manager,Female,37,4,PhD,IT,3,75324,8364
Graphic Designer,Female,48,5,College,Marketing,3,50527,5949
Graphic Designer,Female,33,2,PhD,Administration,4,95107,9591
IT,Female,43,5,College,Engineering,2,82096,9955
Financial Analyst,Male,63,3,Masters,Sales,3,130992,8427
Marketing Associate,Male,40,4,College,Administration,4,85219,9015
Human Resources,Female,39,1,High School,IT,1,126381,7720
Graphic Designer,Female,29,5,PhD,IT,5,100296,4553
Human Resources,Male,50,5,Masters,Management,1,69625,4985
Marketing Associate,Female,25,5,High School,IT,2,119057,6769
Manager,Male,55,2,High School,IT,3,82545,5935
Manager,Male,47,3,PhD,Finance,1,102164,3164
Software Engineer,Male,25,4,High School,Finance,1,81487,4629
Manager,Female,58,3,High School,Management,2,101257,7448
Manager,Male,54,4,PhD,Engineering,4,136177,9661
IT,Female,54,2,PhD,Administration,3,100547,3718
Software Engineer,Female,35,4,High School,Management,5,88061,3174
Sales Associate,Male,65,4,PhD,Engineering,5,91569,6304
Manager,Female,37,3,Masters,Marketing,4,140136,5994
Manager,Female,29,3,Masters,Administration,1,137357,7492
Sales Associate,Male,42,1,Masters,Management,3,118125,7777
Human Resources,Male,39,2,Masters,Administration,5,109067,4920
Human Resources,Female,63,2,High School,Sales,2,63400,5588
Financial Analyst,Female,53,2,College,Management,2,122720,8143
Human Resources,Male,34,2,High School,Sales,1,88588,6938
Sales Associate,Female,47,1,Masters,Engineering,3,103076,4542
Software Engineer,Male,27,1,College,Sales,5,135240,9655
Software Engineer,Male,25,2,Masters,Finance,4,141842,5815
Manager,Male,64,4,Masters,Operations,1,92513,8101
Marketing Associate,Female,34,1,College,Finance,3,133003,8397
Sales Associate,Male,47,2,PhD,Management,3,133850,9612
Marketing Associate,Female,23,3,High School,Administration,1,122515,3177
Sales Associate,Female,35,4,PhD,Operations,5,130454,3257
Graphic Designer,Male,37,3,PhD,Sales,3,89124,8143
Human Resources,Female,38,1,Masters,Engineering,1,121320,3407
Manager,Female,65,5,College,Management,5,108866,8637
Software Engineer,Male,32,4,Masters,Engineering,3,74230,4961
Sales Associate,Male,43,2,PhD,Administration,3,97107,9334
Human Resources,Male,52,3,Masters,Management,1,104501,3012
Marketing Associate,Female,20,3,PhD,Sales,4,117715,6866
Manager,Female,24,5,Masters,Engineering,5,119881,8658
Financial Analyst,Female,50,1,Masters,Finance,5,100782,3062
Graphic Designer,Male,29,5,College,Administration,3,139628,3173
Graphic Designer,Male,38,4,College,Management,2,118442,5321
IT,Male,59,5,College,Marketing,2,110130,5127
Human Resources,Female,27,4,College,Sales,5,92477,8576
Sales Associate,Female,49,2,PhD,Finance,4,97376,6351
IT,Male,29,3,High School,Engineering,3,84911,5975
Human Resources,Female,47,3,PhD,Management,4,59509,3424
Manager,Male,38,3,High School,IT,3,86056,7612
Financial Analyst,Male,36,5,PhD,Finance,1,59286,5946
Software Engineer,Female,26,1,High School,Finance,1,113071,3714
Graphic Designer,Female,62,4,PhD,Engineering,5,66697,5406
Sales Associate,Female,45,3,Masters,Finance,2,120642,9611
Manager,Female,63,5,High School,Sales,3,78222,3233
Marketing Associate,Male,24,3,High School,Marketing,3,128603,5674
Financial Analyst,Male,56,1,College,IT,2,149121,5894
Graphic Designer,Male,41,5,Masters,Finance,3,130413,5810
Financial Analyst,Female,53,1,High School,Sales,4,141505,7411
Sales Associate,Female,23,5,Masters,Sales,2,79936,7558
Marketing Associate,Male,31,2,College,IT,3,76793,6909
Manager,Female,32,1,Masters,Management,4,82587,7415
Financial Analyst,Male,58,4,Masters,Finance,5,100733,6834
Graphic Designer,Female,27,5,Masters,Operations,5,63309,8425
Software Engineer,Female,44,4,Masters,Management,5,62234,8286
Graphic Designer,Male,38,2,Masters,Operations,2,91147,7834
Graphic Designer,Female,41,3,Masters,Operations,5,67784,6426
Sales Associate,Male,28,3,PhD,Finance,5,52280,6941
IT,Male,30,1,High School,Finance,5,95796,6108
Sales Associate,Female,63,4,Masters,IT,2,105941,5377
Manager,Male,40,1,High School,IT,5,137307,3204
IT,Female,24,5,High School,Management,3,148464,8988
Financial Analyst,Female,27,2,High School,Marketing,2,112346,7383
IT,Female,65,5,High School,Management,4,80565,8358
Manager,Male,42,1,PhD,Marketing,3,134016,5424
Software Engineer,Female,43,1,College,Management,2,68750,6129
IT,Male,64,4,Masters,Finance,5,80491,9068
Financial Analyst,Female,37,4,PhD,Management,1,141452,4301
Human Resources,Female,56,4,PhD,IT,3,93711,3491
Software Engineer,Female,51,5,PhD,Finance,3,117629,6074
Graphic Designer,Male,53,4,College,Operations,3,131849,7305
Sales Associate,Male,62,4,College,Administration,1,116705,9893
Human Resources,Male,62,2,Masters,IT,4,51673,6894
Manager,Male,29,5,Masters,Engineering,2,54512,3157
Manager,Female,33,3,Masters,Management,3,129211,5053
Software Engineer,Male,21,3,High School,Marketing,4,115474,3220
Sales Associate,Female,48,3,High School,Administration,4,74037,5766
Manager,Male,61,4,College,IT,3,99097,3457
Software Engineer,Female,43,5,PhD,Engineering,2,51914,5056
Manager,Male,62,4,PhD,Management,4,106427,3536
Sales Associate,Female,56,4,PhD,IT,4,75644,8466
Marketing Associate,Male,59,1,PhD,IT,2,106309,8024
Sales Associate,Male,30,2,College,Marketing,4,108380,5187
Human Resources,Female,35,4,PhD,Marketing,1,81865,7749
Sales Associate,Female,33,1,High School,Management,3,88767,7104
Manager,Male,53,4,Masters,Marketing,3,101012,3958
Sales Associate,Female,57,5,PhD,Administration,2,90847,4081
Marketing Associate,Female,39,5,Masters,Management,1,85843,7336
Software Engineer,Female,63,3,High School,Marketing,1,79353,9234
Marketing Associate,Female,25,3,PhD,Administration,4,82551,4817
Human Resources,Female,24,3,College,IT,1,54936,3267
Software Engineer,Female,52,2,College,Marketing,4,131853,5864
Graphic Designer,Male,56,5,Masters,Engineering,2,70124,6950
Marketing Associate,Female,20,3,High School,Management,3,74283,8247
Graphic Designer,Female,37,2,College,IT,5,62490,6548
Manager,Male,30,2,High School,Sales,4,83624,4371
Financial Analyst,Female,61,2,College,Sales,5,148163,6572
Software Engineer,Female,55,4,Masters,Sales,4,50031,6981
Marketing Associate,Female,48,1,Masters,Sales,2,65598,3004
Software Engineer,Female,49,4,Masters,Operations,2,69583,4115
Human Resources,Female,32,4,PhD,Sales,1,84454,4644
Software Engineer,Male,34,2,High School,Operations,1,116968,9808
Sales Associate,Female,60,1,PhD,IT,2,63695,8627
Sales Associate,Female,28,3,High School,Marketing,5,59372,8819
Graphic Designer,Female,26,1,High School,Operations,1,77753,5096
Marketing Associate,Female,54,3,High School,Engineering,3,74981,4541
Manager,Female,24,5,College,Finance,3,138109,7869
Sales Associate,Female,50,3,College,Sales,5,72459,5753
Software Engineer,Female,56,4,PhD,Marketing,4,67716,9421
Financial Analyst,Male,38,1,College,Marketing,2,138215,9105
Marketing Associate,Female,43,3,College,Management,2,52780,8761
Sales Associate,Male,34,2,High School,Marketing,4,112817,9198
Graphic Designer,Male,57,1,College,Management,2,142447,3382
Manager,Male,54,4,Masters,Sales,1,91692,5391
Financial Analyst,Female,27,2,PhD,Operations,2,50010,7364
Manager,Male,32,5,College,Finance,4,125759,7325
Software Engineer,Female,34,3,College,Marketing,1,51465,7344
Financial Analyst,Male,50,3,Masters,Operations,3,126181,8195
Manager,Female,35,4,PhD,Sales,1,145260,4887
Manager,Male,33,5,Masters,Finance,2,122046,3279
Software Engineer,Female,45,1,High School,Management,3,52703,5160
Graphic Designer,Female,20,5,College,Management,3,98216,8544
Sales Associate,Female,20,1,High School,Marketing,4,74587,6843
Marketing Associate,Male,30,4,High School,IT,3,112118,3898
Manager,Female,57,5,College,Marketing,2,76806,3293
Financial Analyst,Female,32,5,Masters,Management,2,61417,5936
Marketing Associate,Female,61,3,High School,Marketing,1,111436,7020
Financial Analyst,Female,55,5,High School,Marketing,3,142988,8232
Financial Analyst,Female,28,1,High School,Marketing,1,109801,5839
Graphic Designer,Male,49,4,Masters,Marketing,5,115275,8534
Graphic Designer,Female,27,3,Masters,Engineering,4,60041,5887
Sales Associate,Male,33,1,High School,IT,5,103577,6322
Graphic Designer,Female,33,1,PhD,Administration,3,50384,5470
Manager,Male,31,3,PhD,Sales,5,118213,5434
Manager,Male,65,4,College,IT,4,111993,6504
Sales Associate,Female,54,5,Masters,Marketing,3,113413,9184
Software Engineer,Female,58,1,PhD,Marketing,5,94934,4964
Software Engineer,Female,61,4,Masters,Marketing,1,140395,9947
Software Engineer,Male,23,4,High School,IT,1,120591,5269
Manager,Female,27,2,College,Sales,4,59519,6453
Sales Associate,Male,27,2,PhD,Marketing,1,97982,5815
Marketing Associate,Male,26,3,PhD,Finance,4,89890,8763
Human Resources,Female,53,4,PhD,Engineering,4,117688,3556
Financial Analyst,Male,48,4,PhD,Operations,5,113508,9423
IT,Female,45,5,College,Sales,3,133951,7157
IT,Male,26,5,Masters,Engineering,5,123031,3839
Financial Analyst,Female,56,3,PhD,Sales,5,58419,5397
Sales Associate,Male,36,4,High School,Operations,1,70097,7796
Marketing Associate,Male,23,5,High School,Engineering,1,86567,4570
IT,Female,58,3,High School,Sales,4,106980,7987
Marketing Associate,Male,22,4,PhD,Operations,3,98902,4524
Software Engineer,Male,39,5,High School,Operations,3,62242,9347
Financial Analyst,Female,37,3,Masters,Sales,4,54497,9827
Graphic Designer,Female,28,1,PhD,Marketing,1,100331,8163
Marketing Associate,Male,36,1,High School,Administration,5,50487,3686
Human Resources,Female,41,4,PhD,Marketing,2,60756,7331
IT,Male,44,4,High School,Operations,3,53116,6043
Human Resources,Male,65,2,Masters,Administration,4,130165,8805
Marketing Associate,Male,51,1,College,Administration,5,142085,7361
Graphic Designer,Female,56,5,Masters,Sales,1,117257,7415
Human Resources,Female,27,5,PhD,Marketing,2,119518,3466
Manager,Female,33,2,College,Finance,3,139549,5430
Software Engineer,Female,23,2,College,Marketing,1,147627,5678
Sales Associate,Female,32,3,College,Management,2,117034,7465
Manager,Male,22,5,College,Marketing,1,96228,4709
Software Engineer,Male,65,5,High School,Operations,5,60199,6558
Manager,Male,53,2,PhD,Engineering,1,136440,7717
Manager,Female,23,4,Masters,Management,3,98659,5811
Manager,Female,39,5,College,Administration,5,128864,9386
Human Resources,Female,50,2,High School,Administration,2,124839,7728
IT,Male,53,4,College,IT,2,126473,4825
Human Resources,Female,55,5,Masters,Finance,1,119160,9869
Sales Associate,Male,39,3,Masters,Marketing,2,77668,9148
Human Resources,Female,49,5,High School,Finance,4,90666,7344
Marketing Associate,Female,56,1,College,Management,3,117797,9840
Human Resources,Male,30,2,High School,Management,2,148909,8949
Software Engineer,Male,37,3,College,Finance,2,119748,6593
Human Resources,Female,44,2,PhD,Finance,1,61461,6146
